                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.60599,                0.39122,                0.95737,                0.91208,                0.77295,                0.84237,                0.66561,                0.84325,                0.66419,                  1.203,             0.00085284,             0.00085284,             0.00085284
                    150,                0.61452,                0.38457,                0.95248,                0.91066,                0.77068,                0.83836,                0.66909,                0.82561,                0.66423,                 1.2133,             0.00084734,             0.00084734,             0.00084734
                    151,                0.59215,                0.37259,                0.93848,                0.90146,                0.76041,                0.83438,                0.68088,                0.80758,                 0.6787,                 1.1997,             0.00084184,             0.00084184,             0.00084184
                    152,                0.60447,                0.38297,                0.94347,                0.89951,                0.77591,                0.84541,                0.67852,                0.80968,                 0.6539,                 1.1995,             0.00083633,             0.00083633,             0.00083633
                    153,                0.58309,                0.36914,                 0.9318,                0.87836,                0.76141,                0.84453,                0.68189,                0.79125,                0.62269,                 1.2013,             0.00083083,             0.00083083,             0.00083083
                    154,                0.58418,                0.37177,                0.93768,                0.91781,                0.74192,                0.83551,                0.68008,                0.79085,                0.62927,                 1.2079,             0.00082533,             0.00082533,             0.00082533
                    155,                0.59115,                0.38007,                0.93954,                0.88631,                 0.7699,                 0.8238,                 0.6723,                0.79645,                0.66154,                 1.2021,             0.00081983,             0.00081983,             0.00081983
                    156,                0.56319,                0.35463,                0.92023,                0.90338,                0.75417,                0.83768,                0.67889,                0.77341,                 0.6333,                    1.2,             0.00081433,             0.00081433,             0.00081433
                    157,                0.57686,                0.37313,                0.93764,                0.92212,                0.75818,                0.84056,                0.68727,                0.77846,                0.64442,                 1.2067,             0.00080883,             0.00080883,             0.00080883
                    158,                 0.5747,                0.37481,                0.93981,                0.90971,                0.76216,                0.84516,                0.68337,                0.79975,                0.69524,                 1.2127,             0.00080333,             0.00080333,             0.00080333
                    159,                0.57111,                0.37237,                0.95016,                0.90532,                0.76244,                0.83807,                0.68134,                0.79155,                0.68103,                 1.1957,             0.00079783,             0.00079783,             0.00079783
                    160,                0.57651,                0.35623,                0.93018,                0.91129,                0.75808,                0.83347,                0.67299,                0.78983,                0.67745,                 1.2153,             0.00079233,             0.00079233,             0.00079233
                    161,                0.57854,                0.36448,                0.93835,                0.89289,                0.75935,                0.83767,                0.67066,                0.81906,                0.66319,                 1.2474,             0.00078682,             0.00078682,             0.00078682
                    162,                 0.5743,                0.36416,                0.93424,                0.89917,                0.73756,                0.82023,                0.66616,                0.81853,                0.66978,                 1.2481,             0.00078132,             0.00078132,             0.00078132
                    163,                0.57897,                0.36135,                0.93411,                0.85209,                0.80557,                0.84672,                0.68006,                0.81385,                0.66605,                  1.241,             0.00077582,             0.00077582,             0.00077582
                    164,                0.55418,                0.36338,                0.94028,                 0.9067,                0.77111,                0.85002,                0.68412,                0.81588,                0.66444,                  1.234,             0.00077032,             0.00077032,             0.00077032
                    165,                0.56297,                0.35278,                  0.932,                0.89592,                 0.7643,                0.83219,                0.66674,                0.81958,                0.68683,                 1.2145,             0.00076482,             0.00076482,             0.00076482
                    166,                0.56553,                0.35546,                0.93407,                0.91574,                0.76368,                0.83458,                0.67408,                0.80409,                0.66238,                 1.2113,             0.00075932,             0.00075932,             0.00075932
                    167,                0.57178,                0.35769,                 0.9402,                0.91306,                0.76126,                0.84738,                0.69318,                0.77919,                0.64734,                  1.203,             0.00075382,             0.00075382,             0.00075382
                    168,                0.56895,                0.36172,                0.93032,                0.89079,                0.78698,                0.85162,                0.68381,                0.77806,                0.63291,                 1.2115,             0.00074832,             0.00074832,             0.00074832
                    169,                0.55994,                0.35885,                0.92712,                0.86523,                0.79281,                0.85687,                0.69273,                0.78197,                0.62908,                 1.2133,             0.00074282,             0.00074282,             0.00074282
                    170,                0.54068,                0.35008,                0.92523,                0.90789,                0.78918,                0.84851,                0.68961,                0.78105,                 0.6274,                 1.2051,             0.00073731,             0.00073731,             0.00073731
                    171,                0.54939,                 0.3552,                0.92066,                0.91825,                0.76182,                0.83465,                0.67281,                 0.7808,                0.62752,                 1.1917,             0.00073181,             0.00073181,             0.00073181
                    172,                 0.5472,                0.35735,                0.93044,                0.89737,                0.76617,                0.82543,                0.66204,                0.80483,                0.65603,                 1.2112,             0.00072631,             0.00072631,             0.00072631
                    173,                0.54148,                0.34262,                0.92168,                0.89693,                0.75784,                0.82777,                0.66724,                0.79132,                0.67188,                 1.2009,             0.00072081,             0.00072081,             0.00072081
                    174,                 0.5516,                0.35208,                0.91234,                0.91461,                0.74932,                 0.8219,                0.67569,                0.79824,                0.70481,                 1.2166,             0.00071531,             0.00071531,             0.00071531
                    175,                0.54077,                0.34593,                 0.9166,                0.90752,                0.75187,                  0.829,                0.68206,                0.79492,                0.70424,                 1.2178,             0.00070981,             0.00070981,             0.00070981
                    176,                 0.5503,                0.35973,                0.93517,                0.93048,                0.74127,                0.84019,                0.69229,                0.79537,                 0.6812,                 1.2062,             0.00070431,             0.00070431,             0.00070431
                    177,                0.54288,                0.34359,                0.91244,                0.89534,                0.76327,                0.84389,                0.69812,                  0.783,                0.67665,                 1.2103,             0.00069881,             0.00069881,             0.00069881
                    178,                0.55204,                 0.3507,                 0.9303,                0.90254,                0.76119,                0.85707,                0.70366,                0.77757,                0.62662,                 1.2162,             0.00069331,             0.00069331,             0.00069331
                    179,                   0.56,                0.36619,                0.93259,                0.89912,                0.78109,                0.84891,                0.69119,                0.78653,                0.62913,                 1.2221,              0.0006878,              0.0006878,              0.0006878
                    180,                0.53025,                0.34154,                  0.917,                0.90942,                0.77489,                0.84232,                0.68735,                0.78551,                 0.6693,                 1.1983,              0.0006823,              0.0006823,              0.0006823
                    181,                0.53579,                0.34482,                0.91132,                0.90916,                0.75956,                0.84473,                0.69039,                0.76547,                0.64226,                 1.1912,              0.0006768,              0.0006768,              0.0006768
                    182,                0.54123,                0.34804,                0.91599,                0.92996,                0.74876,                0.84704,                0.69464,                0.76541,                0.62547,                 1.2061,              0.0006713,              0.0006713,              0.0006713
                    183,                0.54487,                0.34451,                0.91922,                0.88128,                0.77423,                0.84421,                0.68829,                0.79248,                0.64821,                 1.2287,              0.0006658,              0.0006658,              0.0006658
                    184,                0.53749,                0.33777,                0.92038,                0.90979,                0.76803,                0.84812,                0.68814,                0.77227,                0.63989,                 1.2066,              0.0006603,              0.0006603,              0.0006603
                    185,                0.54181,                0.33998,                 0.9226,                0.92178,                0.76368,                0.83863,                0.68531,                0.78186,                 0.6776,                 1.1836,              0.0006548,              0.0006548,              0.0006548
                    186,                0.54065,                0.34248,                 0.9193,                0.92942,                0.76306,                0.83481,                0.68462,                0.78331,                0.70214,                 1.1869,              0.0006493,              0.0006493,              0.0006493
                    187,                0.53783,                  0.343,                0.92452,                0.89617,                0.76306,                0.83754,                0.68177,                0.79115,                 0.6782,                 1.2127,              0.0006438,              0.0006438,              0.0006438
                    188,                0.53815,                0.34179,                0.91485,                 0.8947,                0.75576,                 0.8347,                0.68956,                0.76865,                0.67222,                 1.2072,             0.00063829,             0.00063829,             0.00063829
                    189,                0.52543,                 0.3427,                0.90435,                0.88621,                 0.7776,                0.83907,                0.68939,                0.78082,                0.66083,                 1.2163,             0.00063279,             0.00063279,             0.00063279
                    190,                0.52806,                0.33579,                0.91251,                0.89479,                0.76803,                0.85198,                0.69306,                0.79109,                0.64808,                 1.2339,             0.00062729,             0.00062729,             0.00062729
                    191,                0.53295,                0.34257,                0.91078,                0.88095,                0.77841,                0.84614,                0.70289,                0.74756,                0.64297,                 1.1894,             0.00062179,             0.00062179,             0.00062179
                    192,                0.51785,                0.33142,                0.91313,                0.89584,                0.78607,                0.84883,                0.70015,                0.74606,                0.62775,                 1.2029,             0.00061629,             0.00061629,             0.00061629
                    193,                0.51123,                0.32834,                0.91757,                0.89469,                0.79089,                0.85724,                0.70651,                0.74519,                0.62788,                 1.2062,             0.00061079,             0.00061079,             0.00061079
                    194,                0.53164,                 0.3386,                 0.9054,                0.93012,                0.76866,                0.85756,                0.70838,                0.73693,                0.63304,                 1.1804,             0.00060529,             0.00060529,             0.00060529
                    195,                0.51607,                 0.3363,                0.91279,                0.93019,                0.77304,                0.84582,                0.69794,                  0.742,                0.64521,                 1.1809,             0.00059979,             0.00059979,             0.00059979
                    196,                0.52027,                0.33884,                 0.9123,                0.91577,                0.76722,                0.83185,                0.68898,                0.75817,                 0.6751,                 1.1826,             0.00059429,             0.00059429,             0.00059429
                    197,                0.50092,                0.32286,                0.90114,                  0.906,                0.77425,                0.83018,                0.67801,                0.76549,                0.66176,                 1.1978,             0.00058878,             0.00058878,             0.00058878
                    198,                0.50592,                0.32932,                0.91157,                0.89724,                0.76368,                 0.8281,                0.68244,                0.75177,                0.66355,                 1.1944,             0.00058328,             0.00058328,             0.00058328
                    199,                0.49251,                0.32322,                0.90051,                0.90357,                0.76881,                0.84266,                 0.7014,                0.71773,                0.63881,                 1.1716,             0.00057778,             0.00057778,             0.00057778
                    200,                0.49921,                0.31343,                0.89398,                0.89717,                0.75933,                0.83951,                0.69879,                0.72002,                0.67325,                 1.1638,             0.00057228,             0.00057228,             0.00057228
                    201,                0.50233,                0.32657,                 0.9051,                 0.9088,                0.75129,                0.84149,                0.70018,                0.73705,                0.69592,                 1.1752,             0.00056678,             0.00056678,             0.00056678
                    202,                0.50255,                0.32223,                0.90211,                0.89453,                0.77443,                0.85459,                0.71733,                0.70145,                  0.639,                 1.1552,             0.00056128,             0.00056128,             0.00056128
                    203,                0.51464,                 0.3329,                0.90329,                0.91493,                0.76866,                0.86167,                0.72713,                0.68773,                0.60665,                 1.1521,             0.00055578,             0.00055578,             0.00055578
                    204,                0.48645,                 0.3226,                0.89731,                0.91891,                0.75373,                 0.8558,                0.72218,                0.69015,                0.62482,                 1.1497,             0.00055028,             0.00055028,             0.00055028
                    205,                0.49982,                0.33053,                0.90759,                0.90382,                 0.7561,                0.85983,                0.72101,                0.70718,                0.63023,                 1.1575,             0.00054478,             0.00054478,             0.00054478
                    206,                0.49505,                0.32007,                0.89984,                0.90302,                0.76306,                0.85435,                0.71573,                0.71054,                0.60471,                 1.1822,             0.00053927,             0.00053927,             0.00053927
                    207,                0.50216,                0.32628,                0.90348,                0.92674,                0.75342,                 0.8607,                0.70919,                0.73777,                0.61598,                 1.1858,             0.00053377,             0.00053377,             0.00053377
                    208,                0.49486,                0.31377,                 0.9012,                0.91331,                0.78566,                0.85511,                0.69826,                0.73975,                0.61624,                 1.1697,             0.00052827,             0.00052827,             0.00052827
                    209,                0.48508,                0.32234,                0.89787,                0.94109,                 0.7556,                0.84143,                0.69658,                0.71175,                0.63527,                 1.1587,             0.00052277,             0.00052277,             0.00052277
                    210,                0.46406,                0.30251,                0.89293,                0.94606,                0.74018,                0.83457,                0.69635,                0.70998,                0.66808,                 1.1488,             0.00051727,             0.00051727,             0.00051727
                    211,                0.49217,                0.31744,                0.89208,                0.89876,                0.76289,                0.83944,                 0.6979,                0.71781,                0.66087,                  1.157,             0.00051177,             0.00051177,             0.00051177
                    212,                0.47345,                 0.3105,                0.89423,                 0.8756,                0.78545,                0.84414,                0.70816,                0.70938,                 0.6438,                 1.1749,             0.00050627,             0.00050627,             0.00050627
                    213,                0.48752,                 0.3119,                0.89927,                0.85602,                0.79167,                0.84859,                0.70571,                0.72071,                0.64573,                 1.1749,             0.00050077,             0.00050077,             0.00050077
                    214,                0.47537,                0.31025,                0.89509,                0.90483,                0.76576,                0.85301,                0.70948,                0.72463,                0.64613,                 1.1761,             0.00049527,             0.00049527,             0.00049527
                    215,                 0.4764,                0.30923,                0.89228,                0.92407,                0.75995,                0.86227,                0.72238,                0.71423,                0.64802,                 1.1779,             0.00048976,             0.00048976,             0.00048976
                    216,                0.46075,                0.30857,                0.88987,                0.95064,                0.75403,                0.86036,                0.71941,                0.71392,                0.60872,                 1.1847,             0.00048426,             0.00048426,             0.00048426
                    217,                0.44797,                0.29831,                0.89428,                0.92626,                0.77346,                0.85921,                0.71395,                0.72556,                0.61137,                 1.1901,             0.00047876,             0.00047876,             0.00047876
                    218,                0.48079,                0.31669,                0.89285,                0.92232,                0.77985,                0.85702,                0.70853,                0.71801,                0.59381,                 1.1899,             0.00047326,             0.00047326,             0.00047326
                    219,                0.46278,                0.30443,                0.88935,                0.87682,                0.78406,                0.83963,                0.69848,                0.70333,                0.62164,                 1.1735,             0.00046776,             0.00046776,             0.00046776
                    220,                0.45458,                0.30428,                0.89162,                0.89319,                0.77699,                0.84411,                0.70094,                0.72793,                0.62921,                 1.2012,             0.00046226,             0.00046226,             0.00046226
                    221,                0.46177,                0.30512,                0.87995,                0.93314,                0.75373,                0.84633,                0.71097,                0.70454,                0.62995,                 1.1818,             0.00045676,             0.00045676,             0.00045676
                    222,                0.46627,                0.31533,                0.89481,                0.93165,                0.76306,                0.84635,                0.71141,                0.69094,                0.62563,                 1.1656,             0.00045126,             0.00045126,             0.00045126
                    223,                0.45631,                 0.3009,                0.88585,                 0.9104,                0.75808,                 0.8349,                0.69559,                0.71141,                0.64642,                 1.1865,             0.00044576,             0.00044576,             0.00044576
                    224,                0.46406,                0.30989,                0.88754,                0.91064,                0.74551,                 0.8376,                0.69704,                 0.7371,                0.66446,                 1.2098,             0.00044025,             0.00044025,             0.00044025
                    225,                0.45294,                0.29718,                0.88469,                0.90756,                0.76095,                0.83621,                0.69946,                0.72606,                0.65773,                 1.2053,             0.00043475,             0.00043475,             0.00043475
                    226,                0.45682,                0.30291,                0.89559,                0.93538,                0.73351,                0.83558,                0.69002,                0.73142,                0.66447,                 1.2055,             0.00042925,             0.00042925,             0.00042925
                    227,                0.45578,                0.29825,                0.88214,                0.93934,                0.73719,                0.83574,                0.68808,                0.72396,                0.67376,                 1.1925,             0.00042375,             0.00042375,             0.00042375
                    228,                0.45155,                0.28903,                0.87859,                0.91855,                0.74874,                0.83435,                0.69904,                0.69918,                0.68022,                  1.161,             0.00041825,             0.00041825,             0.00041825
                    229,                0.44572,                0.29731,                0.88232,                0.92912,                0.75268,                0.83153,                0.69685,                0.69847,                0.66955,                 1.1601,             0.00041275,             0.00041275,             0.00041275
                    230,                0.43527,                0.28783,                 0.8793,                0.91926,                0.76244,                0.83474,                0.69888,                0.67138,                0.63678,                 1.1404,             0.00040725,             0.00040725,             0.00040725
                    231,                0.44824,                0.29606,                0.88359,                0.92137,                0.76592,                 0.8333,                0.70994,                0.66002,                0.62828,                 1.1502,             0.00040175,             0.00040175,             0.00040175
                    232,                0.45021,                0.30441,                0.88083,                0.92508,                0.76306,                0.83221,                0.70221,                0.69163,                0.64905,                 1.1734,             0.00039625,             0.00039625,             0.00039625
                    233,                0.44947,                0.29914,                0.87961,                0.92075,                0.76596,                0.82985,                0.69468,                 0.7046,                0.65778,                 1.1752,             0.00039074,             0.00039074,             0.00039074
                    234,                0.44258,                0.29475,                0.88285,                0.91554,                0.76306,                0.83424,                0.70093,                0.66589,                0.62976,                 1.1538,             0.00038524,             0.00038524,             0.00038524
                    235,                0.44525,                 0.3004,                0.88737,                0.88357,                0.78782,                0.83987,                0.70047,                0.68348,                0.63305,                 1.1671,             0.00037974,             0.00037974,             0.00037974
                    236,                 0.4421,                0.29146,                0.88196,                0.92285,                0.76658,                0.84567,                0.70489,                0.69105,                0.64509,                 1.1745,             0.00037424,             0.00037424,             0.00037424
                    237,                0.43592,                 0.2934,                0.87997,                0.92358,                0.76253,                0.83927,                0.70817,                0.68038,                0.64932,                  1.151,             0.00036874,             0.00036874,             0.00036874
                    238,                0.44083,                 0.2959,                0.87736,                0.94102,                0.75373,                0.83402,                0.69826,                0.69733,                0.65921,                 1.1578,             0.00036324,             0.00036324,             0.00036324
                    239,                0.43333,                 0.2905,                0.86913,                0.91957,                0.77239,                0.85376,                0.72101,                 0.6815,                0.64905,                 1.1552,             0.00035774,             0.00035774,             0.00035774
                    240,                0.43716,                0.29393,                0.87918,                0.87287,                 0.7859,                 0.8511,                0.72279,                0.67493,                 0.6561,                 1.1589,             0.00035224,             0.00035224,             0.00035224
                    241,                0.41366,                0.27792,                0.87447,                0.88455,                0.79415,                0.85476,                0.72313,                0.66728,                0.66334,                  1.159,             0.00034674,             0.00034674,             0.00034674
                    242,                0.41432,                0.27827,                0.87421,                0.87531,                0.78669,                0.84228,                0.71629,                0.69918,                0.70052,                 1.1773,             0.00034123,             0.00034123,             0.00034123
                    243,                0.42049,                0.27976,                0.87138,                  0.902,                 0.7683,                0.83533,                0.70805,                0.71779,                0.67254,                 1.2038,             0.00033573,             0.00033573,             0.00033573
                    244,                0.43548,                0.29234,                0.87831,                0.90541,                0.77357,                0.83899,                0.70821,                 0.7099,                 0.6599,                 1.2027,             0.00033023,             0.00033023,             0.00033023
                    245,                0.43471,                0.28721,                0.87977,                0.89541,                0.77985,                0.82824,                0.69737,                0.70823,                0.67782,                 1.1955,             0.00032473,             0.00032473,             0.00032473
                    246,                0.43278,                0.28973,                0.87884,                0.89535,                0.78296,                0.81726,                 0.6981,                0.68574,                0.69387,                 1.1705,             0.00031923,             0.00031923,             0.00031923
                    247,                0.42622,                0.28505,                0.87501,                 0.9285,                0.76095,                0.82662,                0.70631,                0.67723,                0.69986,                 1.1606,             0.00031373,             0.00031373,             0.00031373
                    248,                0.41552,                0.27522,                0.87105,                0.88849,                0.78794,                0.83523,                0.71092,                0.68016,                0.67388,                 1.1721,             0.00030823,             0.00030823,             0.00030823
                    249,                0.42078,                0.28589,                 0.8785,                0.91332,                0.76841,                0.83341,                0.71081,                 0.7016,                0.68294,                 1.1903,             0.00030273,             0.00030273,             0.00030273
                    250,                0.41482,                0.27704,                0.87251,                0.92038,                0.76389,                0.83894,                0.71234,                0.69284,                0.68361,                 1.1621,             0.00029723,             0.00029723,             0.00029723
                    251,                0.41718,                0.27624,                0.86521,                 0.9191,                0.77247,                0.84762,                0.72103,                0.69148,                0.68577,                 1.1654,             0.00029172,             0.00029172,             0.00029172
                    252,                 0.4272,                0.28331,                0.87285,                0.92895,                0.75974,                0.84267,                0.71502,                0.69642,                0.68885,                  1.172,             0.00028622,             0.00028622,             0.00028622
                    253,                0.42718,                0.28033,                0.87201,                0.91659,                 0.7556,                0.83507,                 0.7123,                0.70497,                0.68386,                 1.1891,             0.00028072,             0.00028072,             0.00028072
                    254,                 0.4264,                0.28807,                0.87686,                0.92598,                0.75684,                0.83763,                0.71246,                0.70038,                 0.6722,                 1.1885,             0.00027522,             0.00027522,             0.00027522
                    255,                0.41183,                0.28322,                 0.8822,                 0.9314,                0.75573,                0.84033,                0.71587,                 0.6919,                  0.673,                 1.1845,             0.00026972,             0.00026972,             0.00026972
                    256,                0.41543,                0.27171,                0.87163,                0.91708,                0.78386,                0.84813,                0.72252,                0.68113,                0.66393,                 1.1721,             0.00026422,             0.00026422,             0.00026422
                    257,                0.41286,                0.27997,                0.87119,                0.93891,                0.76032,                0.85115,                0.72255,                 0.6823,                0.66806,                 1.1772,             0.00025872,             0.00025872,             0.00025872
                    258,                0.40095,                0.26489,                0.87059,                0.92722,                0.77028,                0.84597,                0.71993,                0.68189,                0.66458,                 1.1771,             0.00025322,             0.00025322,             0.00025322
                    259,                0.40767,                0.27289,                  0.869,                0.92241,                0.77301,                 0.8444,                0.72077,                0.68135,                 0.6729,                 1.1724,             0.00024772,             0.00024772,             0.00024772
                    260,                 0.4052,                0.27479,                0.87032,                0.91943,                0.77673,                0.84587,                0.72281,                0.67369,                0.68921,                 1.1685,             0.00024222,             0.00024222,             0.00024222
                    261,                0.38682,                 0.2704,                0.86665,                0.92296,                0.77199,                0.84868,                0.72771,                0.66497,                0.69176,                 1.1616,             0.00023671,             0.00023671,             0.00023671
                    262,                0.39387,                0.26792,                0.86946,                0.91494,                 0.7699,                0.85022,                0.73306,                0.66103,                0.70782,                 1.1533,             0.00023121,             0.00023121,             0.00023121
                    263,                0.40324,                0.27664,                0.87439,                0.92501,                0.76617,                0.84634,                0.72678,                 0.6689,                0.70174,                 1.1514,             0.00022571,             0.00022571,             0.00022571
                    264,                0.39679,                0.26973,                0.87106,                0.92225,                0.76432,                0.84638,                0.72798,                0.65614,                0.68771,                 1.1488,             0.00022021,             0.00022021,             0.00022021
                    265,                0.40271,                0.27363,                0.86979,                0.90806,                0.77481,                0.84505,                0.72665,                 0.6698,                0.68248,                 1.1667,             0.00021471,             0.00021471,             0.00021471
                    266,                0.37948,                 0.2599,                0.85642,                0.90398,                0.77918,                0.85161,                0.73294,                 0.6594,                0.66582,                 1.1692,             0.00020921,             0.00020921,             0.00020921
                    267,                0.39627,                0.26877,                0.86945,                0.91798,                 0.7714,                0.85396,                 0.7336,                0.66241,                0.66697,                 1.1677,             0.00020371,             0.00020371,             0.00020371
                    268,                0.39579,                0.27337,                0.86561,                0.91075,                0.78483,                0.85451,                0.73487,                0.65982,                0.66104,                  1.164,             0.00019821,             0.00019821,             0.00019821
                    269,                0.40421,                0.26964,                0.87112,                0.92022,                 0.7817,                0.85661,                0.73378,                 0.6572,                0.66374,                 1.1623,             0.00019271,             0.00019271,             0.00019271
                    270,                0.37957,                0.25809,                0.86451,                0.94229,                0.75463,                 0.8537,                0.73149,                0.65403,                0.66273,                 1.1557,              0.0001872,              0.0001872,              0.0001872
                    271,                0.39571,                0.27284,                0.87051,                0.93246,                0.75882,                0.84904,                0.73024,                0.64563,                0.66534,                 1.1471,              0.0001817,              0.0001817,              0.0001817
                    272,                0.39347,                0.26643,                0.85404,                0.92431,                0.76541,                0.84717,                0.72532,                0.66528,                0.67708,                 1.1627,              0.0001762,              0.0001762,              0.0001762
                    273,                0.38031,                 0.2604,                0.86666,                0.93175,                0.76178,                0.84492,                0.72846,                0.65993,                0.68641,                 1.1606,              0.0001707,              0.0001707,              0.0001707
                    274,                0.38305,                 0.2591,                0.86368,                0.90717,                0.77063,                0.84412,                 0.7261,                0.65409,                0.67202,                 1.1616,              0.0001652,              0.0001652,              0.0001652
                    275,                0.36981,                0.25942,                0.86183,                0.91665,                0.76306,                0.84869,                0.73316,                0.64044,                0.66425,                 1.1631,              0.0001597,              0.0001597,              0.0001597
                    276,                0.39234,                0.26328,                0.85385,                0.91174,                0.76869,                0.85051,                0.73252,                0.64572,                0.65836,                 1.1629,              0.0001542,              0.0001542,              0.0001542
                    277,                0.38561,                0.26246,                0.87047,                 0.9023,                0.77301,                0.84887,                0.72834,                0.64236,                 0.6439,                 1.1611,              0.0001487,              0.0001487,              0.0001487
                    278,                0.37557,                0.25453,                0.85628,                0.92521,                0.76026,                0.84164,                0.72586,                0.64556,                 0.6427,                 1.1596,              0.0001432,              0.0001432,              0.0001432
                    279,                0.37157,                0.26054,                0.86557,                  0.923,                0.76057,                0.84882,                0.73321,                0.64219,                0.65624,                 1.1574,             0.00013769,             0.00013769,             0.00013769
                    280,                0.38998,                0.26459,                0.87494,                0.89865,                0.77203,                0.84584,                0.73571,                0.62628,                0.66277,                   1.14,             0.00013219,             0.00013219,             0.00013219
                    281,                0.38117,                0.26176,                0.86032,                0.90576,                0.75933,                0.84141,                0.73239,                0.63199,                0.66784,                 1.1356,             0.00012669,             0.00012669,             0.00012669
                    282,                0.38517,                0.26512,                0.86514,                0.89391,                0.77301,                0.84382,                0.73086,                 0.6358,                0.66153,                 1.1436,             0.00012119,             0.00012119,             0.00012119
                    283,                0.37992,                0.26513,                0.87218,                0.91312,                0.75606,                0.84507,                 0.7302,                0.63059,                0.65368,                 1.1401,             0.00011569,             0.00011569,             0.00011569
                    284,                0.36155,                0.25324,                0.85408,                0.91026,                0.76552,                0.84725,                0.73079,                0.63366,                 0.6591,                 1.1396,             0.00011019,             0.00011019,             0.00011019
                    285,                0.37028,                0.25181,                0.84715,                 0.8956,                0.77003,                0.84753,                0.73043,                0.63657,                  0.654,                 1.1401,             0.00010469,             0.00010469,             0.00010469
                    286,                0.36462,                0.25541,                0.85595,                0.89932,                 0.7677,                0.84844,                0.73129,                0.64459,                0.66471,                 1.1427,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    287,                0.37586,                0.25871,                 0.8552,                 0.8973,                0.77069,                0.84965,                0.73309,                0.64769,                0.65659,                 1.1483,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    288,                0.35619,                0.24725,                0.85491,                 0.8953,                 0.7699,                0.84778,                0.73026,                0.64691,                0.66133,                 1.1558,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    289,                0.37567,                0.26108,                0.86098,                0.90227,                0.76659,                0.84726,                0.73171,                0.64268,                0.66618,                 1.1525,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    290,                0.36079,                0.25193,                0.86318,                0.90033,                0.76632,                0.84603,                0.73044,                0.63998,                0.66213,                 1.1507,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    291,                0.36258,                0.22561,                0.83981,                0.90093,                 0.7646,                0.84205,                0.72873,                0.64659,                0.66565,                 1.1578,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    292,                0.36159,                 0.2266,                0.85273,                0.90057,                0.76866,                0.84292,                0.72577,                 0.6579,                0.65878,                 1.1694,              6.618e-05,              6.618e-05,              6.618e-05
                    293,                0.32846,                0.21492,                0.83692,                0.94303,                0.74381,                0.84217,                0.72606,                0.66284,                0.66235,                 1.1715,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    294,                0.32206,                0.20824,                 0.8291,                0.93705,                 0.7517,                0.84327,                0.72996,                0.66098,                0.66605,                 1.1677,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    295,                0.33154,                0.21778,                0.83992,                0.94074,                0.74915,                0.84269,                0.73299,                0.65254,                0.65707,                 1.1603,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    296,                0.32279,                0.21468,                0.83201,                0.93916,                 0.7523,                0.84792,                0.73468,                0.65031,                0.65915,                 1.1585,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    297,                0.32171,                0.21643,                0.84092,                0.93448,                0.75498,                0.84993,                0.73623,                0.64913,                0.65705,                 1.1617,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    298,                 0.3178,                0.21057,                0.82851,                0.93214,                0.75271,                0.85235,                0.73898,                0.64234,                 0.6483,                 1.1612,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    299,                0.31226,                0.21117,                0.82953,                 0.9274,                0.75633,                0.85442,                0.74151,                0.64135,                0.64805,                 1.1621,             2.7672e-05,             2.7672e-05,             2.7672e-05
                    300,                0.31895,                0.21068,                0.83626,                0.90116,                0.77788,                0.85538,                0.74083,                0.64209,                0.64776,                 1.1616,             2.2171e-05,             2.2171e-05,             2.2171e-05
